Date,Adj Close,Monthly Returns,Average yearly return,Yearly Returns,,,
12/1/95,615.929993,0.017443874,0.35891913,0.23062444,,,
1/1/96,636.02002,0.032617387,,0.469850622,,,
2/1/96,640.429993,0.006933702,,0.086451942,,,
3/1/96,645.5,0.007916567,,0.099246281,,,
4/1/96,654.169983,0.013431422,,0.173633208,,,
5/1/96,669.119995,0.022853406,,0.311477204,,,
6/1/96,670.630005,0.00225671,,0.027419186,,,
7/1/96,639.950012,-0.045748017,,-0.429892371,,,
8/1/96,651.98999,0.018813935,,0.250657864,,,
9/1/96,687.330017,0.054203328,,0.884050731,,,
10/1/96,705.27002,0.026101003,,0.362326946,,,
11/1/96,757.02002,0.073376152,,1.338962737,,,
12/1/96,740.73999,-0.021505415,0.278713122,-0.229626887,,,
1/1/97,786.159973,0.061317039,,1.042403948,,,
2/1/97,790.820007,0.00592759,,0.073496515,,,
3/1/97,757.119995,-0.04261401,,-0.407013491,,,
4/1/97,801.340027,0.058405579,,0.97617521,,,
5/1/97,848.280029,0.058576884,,0.980016798,,,
6/1/97,885.140015,0.043452616,,0.665991511,,,
7/1/97,954.309998,0.07814581,,1.46677757,,,
8/1/97,899.469971,-0.057465632,,-0.508451539,,,
9/1/97,947.280029,0.05315359,,0.861660782,,,
10/1/97,914.619995,-0.034477697,,-0.343631514,,,
11/1/97,955.400024,0.044586855,,0.687853219,,,
12/1/97,970.429993,0.015731598,0.475106641,0.206000686,,,
1/1/98,980.280029,0.010150177,,0.128837245,,,
2/1/98,1049.339966,0.070449193,,1.263563641,,,
3/1/98,1101.75,0.049945714,,0.794742476,,,
4/1/98,1111.75,0.009076469,,0.114522774,,,
5/1/98,1090.819946,-0.018826224,,-0.203930126,,,
6/1/98,1133.839966,0.039438241,,0.590685369,,,
7/1/98,1120.670044,-0.011615327,,-0.130815395,,,
8/1/98,957.280029,-0.145796719,,-0.84908416,,,
9/1/98,1017.01001,0.062395516,,1.06744872,,,
10/1/98,1098.670044,0.080294228,,1.526414876,,,
11/1/98,1163.630005,0.059125996,,0.992377073,,,
12/1/98,1229.22998,0.056375287,0.518827072,0.93116237,,,
1/1/99,1279.640015,0.041009442,,0.619779957,,,
2/1/99,1238.329956,-0.032282563,,-0.325498686,,,
3/1/99,1286.369995,0.038794215,,0.578898712,,,
4/1/99,1335.180054,0.037944028,,0.563461578,,,
5/1/99,1301.839966,-0.024970481,,-0.261733486,,,
6/1/99,1372.709961,0.054438331,,0.889096835,,,
7/1/99,1328.719971,-0.032046092,,-0.32351818,,,
8/1/99,1320.410034,-0.006254092,,-0.072520669,,,
9/1/99,1282.709961,-0.028551792,,-0.293624193,,,
10/1/99,1362.930054,0.062539542,,1.070814569,,,
11/1/99,1388.910034,0.019061859,,0.254314855,,,
12/1/99,1469.25,0.057843895,0.305258196,0.963627056,,,
1/1/00,1394.459961,-0.050903549,,-0.465775016,,,
2/1/00,1366.420044,-0.020108083,,-0.216321194,,,
3/1/00,1498.579956,0.096719828,,2.027947529,,,
4/1/00,1452.430054,-0.030795756,,-0.312957365,,,
5/1/00,1420.599976,-0.021915051,,-0.233488079,,,
6/1/00,1454.599976,0.02393355,,0.328193275,,,
7/1/00,1430.829956,-0.016341276,,-0.179396481,,,
8/1/00,1517.680054,0.060699105,,1.028179691,,,
9/1/00,1436.51001,-0.053482975,,-0.482939738,,,
10/1/00,1429.400024,-0.004949486,,-0.057803382,,,
11/1/00,1314.949951,-0.08006861,,-0.632662507,,,
12/1/00,1320.280029,0.004053446,0.071059773,0.049740541,,,
1/1/01,1366.01001,0.034636577,,0.504713902,,,
2/1/01,1239.939941,-0.092290736,,-0.68713195,,,
3/1/01,1160.329956,-0.064204711,,-0.549006527,,,
4/1/01,1249.459961,0.076814362,,1.430468913,,,
5/1/01,1255.819946,0.005090187,,0.062821656,,,
6/1/01,1224.380005,-0.025035389,,-0.262323031,,,
7/1/01,1211.22998,-0.01074015,,-0.121534727,,,
8/1/01,1133.579956,-0.064108407,,-0.548449263,,,
9/1/01,1040.939941,-0.081723406,,-0.640513839,,,
10/1/01,1059.780029,0.018099111,,0.240168514,,,
11/1/01,1139.449951,0.075175904,,1.386460631,,,
12/1/01,1148.079956,0.007573834,0.07587029,0.094769195,,,
1/1/02,1130.199951,-0.015573833,,-0.171680678,,,
2/1/02,1106.72998,-0.020766211,,-0.222614052,,,
3/1/02,1147.390015,0.036738894,,0.541816534,,,
4/1/02,1076.920044,-0.061417626,,-0.532621501,,,
5/1/02,1067.140015,-0.009081481,,-0.103695992,,,
6/1/02,989.820007,-0.072455354,,-0.594474776,,,
7/1/02,911.619995,-0.079004275,,-0.627529937,,,
8/1/02,916.070007,0.004881433,,0.060175744,,,
9/1/02,815.280029,-0.110024318,,-0.753090569,,,
10/1/02,885.76001,0.086448801,,1.704650668,,,
11/1/02,936.309998,0.057069621,,0.946449327,,,
12/1/02,879.820007,-0.060332573,-0.023225964,-0.526096329,,,
1/1/03,855.700012,-0.027414693,,-0.283638142,,,
2/1/03,841.150024,-0.017003609,,-0.186002478,,,
3/1/03,848.179993,0.008357569,,0.10503173,,,
4/1/03,916.919983,0.081044107,,1.547539718,,,
5/1/03,963.590027,0.05089871,,0.814388588,,,
6/1/03,974.5,0.011322215,,0.144654879,,,
7/1/03,990.309998,0.016223702,,0.213030839,,,
8/1/03,1008.01001,0.017873203,,0.236870339,,,
9/1/03,995.969971,-0.011944365,,-0.134281308,,,
10/1/03,1050.709961,0.054961486,,0.900374792,,,
11/1/03,1058.199951,0.007128504,,0.088976859,,,
12/1/03,1111.920044,0.050765541,0.354881443,0.811631503,,,
1/1/04,1131.130005,0.017276387,,0.22819568,,,
2/1/04,1144.939941,0.012208973,,0.15675716,,,
3/1/04,1126.209961,-0.016358919,,-0.179573084,,,
4/1/04,1107.300049,-0.016790752,,-0.183884815,,,
5/1/04,1120.680054,0.01208345,,0.155036953,,,
6/1/04,1140.839966,0.017988999,,0.238559902,,,
7/1/04,1101.719971,-0.034290519,,-0.342102949,,,
8/1/04,1104.23999,0.00228735,,0.027796154,,,
9/1/04,1114.579956,0.009363876,,0.118338025,,,
10/1/04,1130.199951,0.014014244,,0.181758312,,,
11/1/04,1173.819946,0.038594936,,0.575267851,,,
12/1/04,1211.920044,0.032458213,0.120273604,0.467134065,,,
1/1/05,1181.27002,-0.025290467,,-0.264635665,,,
2/1/05,1203.599976,0.018903346,,0.25197559,,,
3/1/05,1180.589966,-0.019117656,,-0.206762918,,,
4/1/05,1156.849976,-0.020108582,,-0.21632598,,,
5/1/05,1191.5,0.029952046,,0.424964541,,,
6/1/05,1191.329956,-0.000142714,,-0.001711227,,,
7/1/05,1234.180054,0.035968287,,0.528120258,,,
8/1/05,1220.329956,-0.011222105,,-0.126656713,,,
9/1/05,1228.810059,0.006949025,,0.086650357,,,
10/1/05,1207.01001,-0.01774078,,-0.193297565,,,
11/1/05,1249.47998,0.035186096,,0.514332217,,,
12/1/05,1248.290039,-0.000952349,0.065440365,-0.011368518,,,
1/1/06,1280.079956,0.025466771,,0.352256593,,,
2/1/06,1280.660034,0.000453158,,0.005451465,,,
3/1/06,1294.869995,0.01109581,,0.141583624,,,
4/1/06,1310.609985,0.012155653,,0.156026152,,,
5/1/06,1270.089966,-0.030916916,,-0.313987306,,,
6/1/06,1270.199951,8.66E-05,,0.00103965,,,
7/1/06,1276.660034,0.005085879,,0.062766988,,,
8/1/06,1303.819946,0.021274193,,0.287384549,,,
9/1/06,1335.849976,0.024566299,,0.338076046,,,
10/1/06,1377.939941,0.031508003,,0.451012727,,,
11/1/06,1400.630005,0.016466657,,0.216515492,,,
12/1/06,1418.300049,0.012615783,0.155039528,0.162348355,,,
1/1/07,1438.23999,0.014059043,,0.182384985,,,
2/1/07,1406.819946,-0.021846176,,-0.232840116,,,
3/1/07,1420.859985,0.009979983,,0.12655707,,,
4/1/07,1482.369995,0.043290691,,0.662891777,,,
5/1/07,1530.619995,0.032549229,,0.468686827,,,
6/1/07,1503.349976,-0.017816322,,-0.194041738,,,
7/1/07,1455.27002,-0.031981878,,-0.322979451,,,
8/1/07,1473.98999,0.012863572,,0.165766094,,,
9/1/07,1526.75,0.035794008,,0.52503824,,,
10/1/07,1549.380005,0.014822338,,0.193109271,,,
11/1/07,1481.140015,-0.044043417,,-0.417550848,,,
12/1/07,1468.359985,-0.008628509,0.08818793,-0.098766954,,,
1/1/08,1378.550049,-0.061163432,,-0.531100288,,,
2/1/08,1330.630005,-0.034761193,,-0.345940449,,,
3/1/08,1322.699951,-0.005959624,,-0.069217302,,,
4/1/08,1385.589966,0.047546698,,0.746146615,,,
5/1/08,1400.380005,0.010674182,,0.135884198,,,
6/1/08,1280,-0.085962385,,-0.659929608,,,
7/1/08,1267.380005,-0.009859371,,-0.112103022,,,
8/1/08,1282.829956,0.012190465,,0.156503363,,,
9/1/08,1166.359985,-0.090791434,,-0.680873973,,,
10/1/08,968.75,-0.169424524,,-0.892217253,,,
11/1/08,896.23999,-0.074849043,,-0.606856381,,,
12/1/08,903.25,0.007821577,-0.230141695,0.098003755,,,
1/1/09,825.880005,-0.085657343,,-0.658565204,,,
2/1/09,735.090027,-0.109931198,,-0.752780373,,,
3/1/09,797.869995,0.085404462,,1.673617217,,,
4/1/09,872.809998,0.09392508,,1.936641633,,,
5/1/09,919.140015,0.053081446,,0.860131017,,,
6/1/09,919.320007,0.000195827,,0.002352451,,,
7/1/09,987.47998,0.074141727,,1.359060368,,,
8/1/09,1020.619995,0.033560189,,0.486035804,,,
9/1/09,1057.079956,0.035723346,,0.523790239,,,
10/1/09,1036.189941,-0.019762001,,-0.212993339,,,
11/1/09,1095.630005,0.057364062,,0.95296538,,,
12/1/09,1115.099976,0.017770571,0.533802483,0.235374604,,,
1/1/10,1073.869995,-0.036974246,,-0.363710411,,,
2/1/10,1104.48999,0.028513689,,0.401267068,,,
3/1/10,1169.430054,0.058796426,,0.98495013,,,
4/1/10,1186.689941,0.01475923,,0.192219229,,,
5/1/10,1089.410034,-0.081975842,,-0.641697928,,,
6/1/10,1030.709961,-0.053882442,,-0.485552305,,,
7/1/10,1101.599976,0.06877785,,1.221515436,,,
8/1/10,1049.329956,-0.047449184,,-0.441969623,,,
9/1/10,1141.199951,0.087551103,,1.737764439,,,
10/1/10,1183.26001,0.036855994,,0.543907631,,,
11/1/10,1180.550049,-0.00229025,,-0.027139441,,,
12/1/10,1257.640015,0.06530004,0.354821629,1.136305322,,,
1/1/11,1286.119995,0.022645574,,0.308283056,,,
2/1/11,1327.219971,0.031956564,,0.458602703,,,
3/1/11,1325.829956,-0.001047313,,-0.012495617,,,
4/1/11,1363.609985,0.02849538,,0.400967771,,,
5/1/11,1345.199951,-0.013500953,,-0.150506536,,,
6/1/11,1320.640015,-0.018257461,,-0.198374892,,,
7/1/11,1292.280029,-0.021474426,,-0.229334057,,,
8/1/11,1218.890015,-0.056791107,,-0.504213566,,,
9/1/11,1131.420044,-0.071761988,,-0.590822083,,,
10/1/11,1253.300049,0.107723039,,2.41329842,,,
11/1/11,1246.959961,-0.005058715,,-0.059043761,,,
12/1/11,1257.599976,0.008532764,0.161974939,0.107337835,,,
1/1/12,1312.410034,0.043583062,,0.668492506,,,
2/1/12,1365.680054,0.040589464,,0.611955664,,,
3/1/12,1408.469971,0.031332315,,0.448049832,,,
4/1/12,1397.910034,-0.007497453,,-0.086350626,,,
5/1/12,1310.329956,-0.062650726,,-0.539936933,,,
6/1/12,1362.160034,0.039554982,,0.592830524,,,
7/1/12,1379.319946,0.012597574,,0.162097566,,,
8/1/12,1406.579956,0.01976337,,0.264715655,,,
9/1/12,1440.670044,0.024236154,,0.332911206,,,
10/1/12,1412.160034,-0.01978941,,-0.21325737,,,
11/1/12,1416.180054,0.002846717,,0.034700563,,,
12/1/12,1426.189941,0.00706823,0.197033637,0.088195056,,,
1/1/13,1498.109985,0.050428097,,0.804662339,,,
2/1/13,1514.680054,0.011060649,,0.141107327,,,
3/1/13,1569.189941,0.035987724,,0.528464332,,,
4/1/13,1597.569946,0.018085768,,0.239973478,,,
5/1/13,1630.73999,0.020762812,,0.279670252,,,
6/1/13,1606.280029,-0.014999302,,-0.165860935,,,
7/1/13,1685.72998,0.04946208,,0.784847068,,,
8/1/13,1632.969971,-0.031298019,,-0.3172177,,,
9/1/13,1681.550049,0.029749523,,0.421605825,,,
10/1/13,1756.540039,0.044595753,,0.688025752,,,
11/1/13,1805.810059,0.028049472,,0.393696375,,,
12/1/13,1848.359985,0.023562792,0.343450644,0.322433618,,,
